,review,sent,sent_pred
,tes konektivitas di dalam ruang yang sama bisa capai meter tetapi kalau lewat,0,0
,mobil itu lalu menabrak warga sedang duduk di tengah tugu ondel ondel itu,0,0
,sosis enak kirim nya juga cepat terima kasih ya jual   ,1,1
,sayang masa baru ada virus        ,0,0
,bahanya tipis banget tidak bisa untuk lindung karena terlalu tipis   ,0,0
,produk bagus pelayanan cepat good seller       ,1,1
,barang ga ori dijual jujur dong jadi penjual barangnya jadi ga bisa dipake,0,0
,bagaimana dengan harga turut hasil benchmark performa travelstar rpm lebih tinggi sekitar banding,1,0
,kenapa kemasanya tidak sesuai dengan digambar       ,0,0
,tanya jwb oke wkt order dibatalkan gmna sih ga profesional   ,0,0
,gk bisa dipakai ditv dan speaker       ,0,0
,pengiriman dari surabaya ternyata jack nya ygcabang harus beli lagi program ws nya,0,0
,kain panas           ,0,0
,puass banget barang ori bergaransi juga terima kasih     ,1,1
,minimal memang tidak dapat kantung simpan charger kaya jabra halo yang harga lebih,1,0
,agak kecewa untuk pesan hari ini brang datang dalam ke adan beranta tidak,0,0
,harga terjangkau kualitas lumayan         ,1,1
,kualitas produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik produk,1,1
,yg bener ini tv sony inch atau panasonic inch judul dan deskripsi gak,0,0
,respon cepat tapi sayang casing bagian belakang ada yg pecah   ,0,0
,pengiriman cepat bagus mantap         ,1,1
,produk dterima dgn kondisi sangat baik terimakasih tinggal tlng dbantu untuk garansinya ya,1,1
,harusnya di deskripsi dijelasin benar kalau support usb harus support usb dan kalau,0,0
,lumayandi bamding yang ling gel gatau ini toko nya asli atau palsu ,0,0
,barang bagus harga murah sesuai deskripsi deh pengiriman juga cepat thanks seller dan,1,1
,sangat kecewa alam belanja barang dari bhineka dan produk jabra   ,0,0
,lama sampai nya          ,0,0
,masih bisa diklem gak nih kualitas barang sangat buruk lemnya gak nempel pada,0,0
,barang bagus namun di promo dapat berlangganan hooq secara gratis selama tahun tp,1,1
,baguss nyaman di pakenya         ,1,1
,barisan para pre order yang merasa dirugikan oleh pihak lazada karena yang order,0,0
,casing hdd           ,1,0
,not readable in car stereo and not possible to format this for fat,0,0
,biarkan bintang yang berbicara         ,1,0
,order tgl diterima tgl tidak ada vip card padahal beli pas lazada tlg,0,0
,mantaapp joss           ,1,1
,dikirim dengan warna yg berbeda        ,0,0
,bagus banget saya suka         ,1,1
,ini mah bukan legging namanya ng sesuai yg di foto ini mah celamis,0,0
,recommended harga murah kualitas joss jam udah di tangan ane dengan selamat ,1,1
,sampai tepat waktu untuk ukuran harga segitu cukup bagus    ,1,1
,tv nya ga bisa dinyalain pas pertama nyala tpi bberapa detik mati lagi,0,0
,earphone bagian r mati         ,0,0
,good recomended seller          ,1,1
,diragukan            ,0,1
,tidak ada packingan          ,0,0
,alhamdulillah barangnya udh sampai dngn aman dan berfungsi dngn semestinya walaupun space ya,1,1
,makasih barangnya bagus dan pesanan cepat sampai      ,1,1
,flsdsk y gk bisa dipake        ,0,0
,anjay kesel tingkat hard gue mah nyesel gue beli ginian lemot banget buat,0,0
,batere mudah panas          ,0,0
,packaging rapi dan terlindung aman paket sampe dengan tidak ada baret lecet goresan,0,1
,barang bagus berkualitas dan pengiriman cepat       ,1,1
,respon cepat packing rapih brg sesuai dengan pesanan aslinya bhnya bgs kuning nya,1,1
,bagus good           ,1,1
,barang cakep banget sukaa sekali pengiriman sangat cepat dan packing rapih tks ya,1,1
,kurang puas produk terima segel telah buka bahkan tidak ada segel kam seperti,0,0
,pesanan di prosesnya lama padahal langsung konfirmasi warna minta warna hitam setelah checkout,0,0
,barang jelek tidak bisa membaca mikro sd dan tidak rekomend sangat mengecewakan ,0,0
,packing rapi dan eksklusif pengiriman tepat waktu seller fast respon gamis rayon denim,1,1
,alhamdulillah gak ada negativ nya        ,1,1
,ternyata bukan ori barangnya semoga awet n aman aja sih   ,0,1
,barang sesuai bagus pelayanan         ,1,1
,barang terima dengan kondisi baik terima kasih      ,1,1
,terimakasiihh gan sesuai          ,1,1
,thanks toko best deal lazada bener² original recommended lah    ,1,1
,bagus murah cepat recomended         ,1,1
,mantap puas bngt          ,0,1
,hilenernya pas di buka berantakan kmn       ,0,0
,dari segi layan sangat muas sore hari pesan dan bayar dan besok pagi,1,1
,baru kali nh saya blanja barang nya tidak sesuai yg di harap kan,0,0
,pelayanan super cepat sekali respon penjual sangat bagus harga murah dari pada toko,1,1
,velcrow dekkernya kurang kenceng euy jd sering lepas padahal udah dipasang maksimal ketatnya,0,0
,jelas produk kurang lengkap nyata barang ini untuk pureit clasic beda dengan yang,0,0
,tidak berfungsi dengan baik sangat kecewa       ,0,0
,barang sesuai pesanan responds bagus qualitas barang bagus     ,1,1
,produk sesuai gambar dan deskripsi produknya bagus dan harganya jg bagus recommended produk,1,1
,saya sangat kecewa merasa tertipu dan trauma belanja online di lazada flasdisk g,0,0
,fast respon good seller         ,1,1
,mantab walaupun rubernya rada berat        ,1,1
,kalau memang betul cewek lebih suka sama cwo bawa mobil seharusnya sopir angkot,0,0
,ok barang sudah di terima mantap mkasih      ,1,1
,barang bagus anak suka         ,1,1
,mantaap top markotop lah         ,1,1
,barangnya sudah sampai lumayan cepat kurirnya juga baik barangnya bagus bisa dipakai langsung,1,1
,mohon flasdish d speaker dikirimkan diusulkan saya sudah berusaha lunas tp barang tdk,0,0
,saya beli baru bulan namun sudah rusak begini tv lelet dan tidak merespon,0,0
,produk abal abal masa nge save file tulisan aja gk bisa masa udh,0,0
,bagus ini asli stetoskop dokter        ,1,1
,sharp coler tidak terlalu dingin ternyatalumayan harga segitu     ,0,0
,hardisknya keren pelindungnya kokoh udah ada aplikasi transcend elitenya di dalam untuk enkripsi,1,1
,saya sangat kecewa karena flashdisknya tidak bisa digunakan tidak terbaca di laptop dan,0,0
,ini pas order hrga tiba jadi ya jadi takut mau order lagi yang,0,0
,pengiriman cepat barang oke tks gan       ,1,1
,produk nya lumayan ok         ,1,1
,awal nya saya sudah senang karna pesanan saya sudah datang tapi begitu di,0,0
,suka bangett bahan nya tebel juga pokok nya sukaa    ,1,1
,alhamdulillah zo good bgt makazih cocoa n ladaza zmoga tv y awet n,1,1
,barang aman dan sampai pada waktunya terima kasih gan berfungsi dengan baik sesuai,1,1
,barang sesuai spec siip         ,1,1
,horor            ,0,0
,viaberita avanza dan xenia akan kehilangan market karena mobil ini   ,0,0
,pengiriman dan respon cepat tetapi ukuran kebesaran bahan sesuai harga   ,0,1
,seperti biasanya kualitas brodo bagus banget terima kasih team brodo dan tokopedia ,1,1
,pengiriman telat mengecewakan          ,0,0
,pengiriman cepat barang ok packing ok mntap de     ,1,1
,celana laging bgus smua tksh kk       ,1,1
,setela terima barang lansung pakai ketemu system upgrade muncul terus jadi pas di,0,0
,kualitas gambar siaran tv maupun sbg layar android tdk sesuai harapan karena banyak,0,0
,alhamdulillah produk telah tiba dengan aman pengiriman cepat mantep    ,1,1
,hati beli disini fd nya gk ori      ,0,0
,menu di ctv tidak fungsi        ,0,0
,klao bisa barang yg original        ,0,0
,berikan kantongnyaa           ,0,1
,banyak sekali file yg tidak bisa terbaca hanya file yg berhasil di save,0,0
,barang tidak ada cacat sesuai dengan deskripsi setelah digunakan juga berfungsi dengan baik,1,1
,katanya laptop gaming tapi lrmotnya minta ampunn baru dikasih play musik aja dah,0,0
,barang bagus ga ada cacat pengiriman cepat cuman ko ngirimnya pake motor sedangkan,1,1
,kurir ramah sesuai estimasi dan alhamdulillah barang ori berkualitas terimakasih lazada dan hakan,1,1
,laptop nya sdh sampai begitu dites cas tidak connect dengan laptop sy sangat,0,0
,barang sudah sampai sesuai pesanan terima kasih dan terima kasih penjual  ,1,1
,entah packing entah lapak barang yang saya terima rusak    ,0,0
,di jaman ahok amp jarot si pernah kecewa gara rute jakarta marathon dilewatin,0,0
,ada bocor           ,0,0
,respon seller ok barang sudah di pakai dan so far ok  ,1,1
,kenapa foto dan barang yg datang beda sedikit kecewa walau pun ttp bisa,0,0
,baru pertama kali beli di alivelovearts jujur puas banget sepatunya pas dikaki dapet,1,1
,kipas angin bagus sih tetapi kecil banget saya kira ukur standar  ,0,1
,tidak sesuai deskripsi yg dipesan tosibah yg dikirim merk dak jelas sangat kecewaa,0,0
,pegang lepas tidak bisa pasang namun akan lebih baik apabila tukar dengan lebih,0,0
,barang di terima dengan baik sesuai gambarnya anak saya suka sekali terima kasih,1,1
,mini ukuranya           ,0,1
,tidur kini sudah jadi barang mewah jam kerja dan ponsel pintar anda adalah,0,0
,kedua kali beli disini gaprnh kecewa luv      ,1,1
,sudah dicoba dan sudah oke trims       ,1,1
,ok banget barangnya          ,1,1
,wangi enak terima kasih ya        ,1,1
,barang sesuai pesanan cepet juga ngirimnya apa remote emang gk ada ya ,1,1
,barang sesuai pesanan pengiriman cepat kualitas ori best recommended ol shop thanks gan,1,1
,respon cepat dan seauai gambar trims       ,1,1
,sangat kecewa saya beli buah dan telah saya tes di rumah mati saya,0,0
,kirim lama           ,0,0
,iphone x sepertinya perlu tunggu tahun lagi sampai body nya lebmenarik bongsor kalau,0,0
,barang sudah di terima tetapi sizenya nyata besar banget kaya ukur orang bule,0,0
,barang oke makasih jd id        ,1,1
,untuk belanja di bhineka tidak usah ragu lagi belum lagi ada gratis ongkos,0,0
,memang murah sih tp sepertinya tidak ada handsfree seperti yg di janjikan padahal,0,0
,barang sudah diterima sudah ditest dan mantap hasilnya     ,1,1
,barang nya udah diterima imut dan bagus thanks     ,1,1
,jam nya beda dengan yg pernah sy beli dulu ditoko ini jg tidak,0,0
,gak ada suara sama sekali        ,0,0
,agak alot           ,0,0
,barang sdh sampai dan berfungsi baik pengiriman cukup cepat thx ya  ,1,1
,saya beli ehh kipas sama kabel datanya ada yang gak berfungsi gimana sih,0,0
,layar led rusak          ,0,0
,brang alhmllh aman dtang dngan slamat       ,1,1
,sial banget kendarai mobil tengah malam nasib dua remaja berakhir di rumah sakit,0,0
,bolu enak           ,1,1
,bagus sesuai tq ya         ,1,1
,terimakasih lazada flasdisnya sdh diterima blom di coba     ,1,1
,cepet banget pengemasannya dan pengirimannya makasiihh       ,1,1
,awalnya sempat ragu order karena packing hanya pakai buble wrap tapi setelah di,1,0
,tipu            ,0,0
,syuka bagus bahannya jahitannya rapih        ,1,1
,sampai pas di buka sudah bocor       ,0,0
,giftbox vivo s tetapi yang kirim giftbox vivo plus yang beda dari harap,0,0
,jelek barangnya           ,0,0
,kipas angin murah tetapi build kualitas seperti kurang bagus kalah sama merk yang,0,0
,mantep deh pokonya          ,1,1
,belum d video baju lagi d bawa ketikng jait lagi mau d kecilin,1,1
,sorry gw kasih review ini karena gw minta cancel ganti alamat gak bisa,0,0
,sorry gan saat saya terima resleting rusak gak bisa ngancing tolong sebelum kirim,0,0
,terimakasih barangnya sudah sampai bahannya juga ademm      ,1,1
,saya beli falsdisk ini pcs otg yg gb pcs kok yg d kirim,0,0
,barang oke saya puas belanja di lazada thanks ya    ,1,1
,walaupun rasa ringkih tetapi bahan nyata lumayan kuat sih    ,0,0
,kurang sesuai harapan saya kira bahannya agak tebal ternyata satu lapis aja untuk,1,0
,bah nya agak tipis         ,0,0
,tidak sesuai kualitas barang belum pakai sudah robek luar dalam   ,0,0
,ini gimana ya sy pesan flashdisk kok yg dikasih malah memori yg bener,0,0
,response bagus delivery sangat cepat        ,1,1
,baju bajunya bagus bagus dan lucu lucu pengemasan nya oke terimakasih ga nya,1,1
,avanza tabrak motor beruntun di pinggir jalan mt haryono    ,0,0
,hukum mobil plat merah untuk kepentingan pribadi      ,0,0
,jekek bgt kualitasnya pas datang mati ga nyala sedangkan aq beli  ,0,0
,harga bersaing murah syekalii npengriman jiga cepet bgt     ,1,1
,keren tetapi ada benang yang perlu gunting      ,0,1
,produk original resmi cpt sampai pula       ,1,1
,info pemesanan mobil astra daihatsu di bali daihatsusigrabali daihatsuayla daihatsusanur salesdaihatsu daihatsubali ,1,0
,makasih bunda bagus semua bajunyaa        ,1,1
,hdd sudah pernah dipakai kurang lebih tahun padahal di deskripsi ditulis baru ,0,0
,pelayanan gercep mantap selalu beli pampers disni harga juga ok   ,1,1
,tablet ny rusak nggak bisa d pakai pengiriman juga lama kecewa banget ap,0,0
,ancurr dikasihnya barang bekas udah gitu rusak pula payah kalau tidak korporatif kecewa,0,0
,rekomendasi jual terima kasih kamu        ,1,1
,lumayan sesuai harga          ,1,1
,yang terima tidak sesuai fake seal tidak bagus tulis di kemas tidak rap,0,0
,tidak sesuai minta warna hitam yang kasih warna coklatcelananya terlalu sempit untuk ukur,0,0
,bonus mute maid nya habis jadi dengan harga gin jadi lebih mahal daripad,0,0
,cocoklah bahan juga bagus dan anak suka      ,1,1
,lumayan jernih mantapp thanks gan        ,1,1
,pengiriman lama di tunggu dateng tv layarnya pecah bagian depan entah dari penjual,0,0
,pesanan saya game bola pes mana jualan yg jujur donk kt nya ada,0,0
,toksin racun tubuh bisa asal dari makan minum air udara parasit stres radiasi,0,0
,pas dgn ukuran anak ringan        ,1,1
,belom tau hasilnya          ,0,1
,flashdisknya rusak g bisa dipakai buat nyimpen data     ,0,0
,paket sudah mendarat sangat di sayangkan paket elektronic seperti ini di antarkan menggunakan,0,1
,macet di pangsud saya henti pasang hand rem tiba mobil avanza xenia warna,0,0
,production n nthanks for seller for selling and delivering such a priceworthy and,1,1
,gambarnya kurang tajam          ,1,0
,kirim pilih yes tetapi sampai lama tidak ada kabar juga dari lapak ,0,0
,packing tidak menggunankan kayu kotak kardus tv terdapat banyak goresan dan bolong untung,0,0
,dikasih barang yg sama warnanya pdhl minta beda warna    ,0,0
,itu bh nya diluar ngapain sudah ajg itu bajunya gabisa turun dikit apa,0,0
,paket sudah di terima bagus sesuai pesanan terimah kasih gan   ,1,1
,terimakasih barang sdh sampai dan sdh kami terima dg baik sukses sll gan,1,1
,apa ini mah bkn buat tvin tpi buat tv in mau aku blikin,0,0
,alhamdulillah celana tali lilac udah sampai bahan gak perlu diragukan lagi selalu mantab,1,1
,mantab microsd nya semoga awet        ,1,1
,semoga awet gan berfungsi dengan baik pengiriman pun cepat    ,1,1
,tquee sesuai dengan deskripsi         ,1,1
,barang sudah sampai pengiriman cepat bonusnya oke terimakasih     ,1,1
,yg satu gk jalan gmn bos kan sy minta yg bagus  ,0,0
,masa kita kirimnya ke almat mna dan penagihanny kemana malah di bolak balik,0,0
,barang harusnya sih sampe jum at mlm dapat konfirmasi karena kurirnya kemalaman dan,1,0
,karton lecet           ,0,0
,kualitas produk kurang baik cepat kirim kurang baik respon jual baik  ,0,0
,anginya kurang greget sih tetapi tidak berisik dan tampilanya juga oke  ,0,0
,ada harga ada kualitas tv murah ky gini jgn harap dapet kualitas oke,0,0
,ihiks harga normal melulu nak        ,0,1
,ada harga ada barang         ,0,0
,biar bintang yang menjelaskan         ,1,0
,kurang respon kalau ada kendala barang nya kedepan coba pelayanan nya lebih mantap,0,0
,kualitas bahanya bagus sesuai dengan gambar tetapi ukur xlnya masih ngepas banget padahal,0,1
,barang sesuai dan respon juga cepat pengiriman juga cepat    ,1,1
,barang bagus dan manfaat tetapi sayang paket agak penyok padahal sudah ada stiker,0,0
,disitu keterangannya free bracket tapi kok sy dapetnya cuma tv nya aja tolong,0,0
,vestnya bagus bgt sumpah bahannya juga tebel dan jaitannya rapi   ,1,1
,produck mantap di pasanv lang pas       ,1,1
,barang bagus semuanya berfungsi dngn baik       ,1,1
,asam dan pahit seperti basi        ,0,0
,respon seller cepat kualitas barang bagus       ,1,1
,aq sdh nunggu lama barang ga dateng jg kerjaan ku jadi kehambat gara,0,0
,mantap bang           ,1,1
,respon cepat packaging rapi dan pengirimannya juga cepat terima kasih   ,1,1
,barang blm sampai ya estimasi sampai sabtu des jualan nya serius ga ya,0,0
,alhamdulillah barang sudah sampai baguuss bngth kak mksih seller penjual jg ramah bngth,1,1
,celana sobekditambah lagi warna tidak sesuai yang di pesan    ,0,0
,tidak ada audio yang dengar dari aplikasi mana google music music alarm telfon,0,0
,avanza nge blong dijalan sempit melalui       ,0,0
,rasa noice my bruv buy it nao      ,1,0
,kardus pecah           ,0,0
,samsung memiliki fitur lebih banyak dibanding iphone      ,1,0
,sandal baguss bajunya juga bagus n langganan berbelanja disini kena seller selalu mengutamakan,1,1
